年,月日,データ種別,事柄,終了年,終了月日,地域,詳細レベル,区分,関連国,補足,キーワード,,,,
1953,,5,6/14 中国、第１次五ヵ年計画。,1953,,アジア,1,,中国,,,,,,
1953,,5,11/9 シハヌーク、カンボジアの独立を宣言。,1953,,アジア,1,,カンボジア,,,,,,
1953,,5,1/20 アメリカ、アイゼンハウアー大統領就任。,1953,,欧米,2,,米,,,,,,
1953,,5,1/27 アメリカ、国務長官ダレス巻き返し政策を表明。,1953,,欧米,2,,米,,,,,,
1953,,5,3/5 スターリンの死去。,1953,,欧米,2,,露,,,,,,
1953,,5,6/18 エジプト共和国が成立。,1953,,欧米,2,,エジプト,,,,,,
1953,,5,7/27 朝鮮休戦協定成立。,1953,,アジア,1,,韓国,,,,,,
1953,,5,8/19 イラン＝クーデタ、モサデグ首相逮捕。,1953,,アジア,2,,中東,,,,,,
1954,,5,4/26 インドシナ・朝鮮問題でジュネーヴ会議開催。,1954,,アジア,2,,韓国:朝鮮,,,,,,
1954,,5,9/8 東南アジア条約機構（ＳＥＡＴＯ）発足。,1954,,アジア,1,,,,,,,,
1954,,5,4/29 周恩来とネルー、平和五原則で合意。,1954,,アジア,1,,中国:印,,,,,,
1954,,5,10/23 西側諸国のパリ協定成立。西ドイツの主権回復を認める。,1954,,欧米,2,,独,,,,,,
1954,,5,11/1 ＦＬＮ武装闘争開始。アルジェリア戦争始まる。,1954,,欧米,2,,,,,,,,
1954,,5,12/2 アメリカ上院、マッカーシー非難決議。,1954,,欧米,2,,米,,,,,,
1954,,5,12/2 米華相互防衛条約締結。,1954,,欧米,2,,,,,,,,
1954,,5,4/28 コロンボ会議開催。,1954,,欧米,2,,,,,,,,
1954,,5,5/17 アメリカ最高裁、公立学校での黒人分離政策による差別を憲法違反と判決。,1954,,欧米,2,,米,,,,,,
1954,,5,5/7 ディエンビエンフーの戦い。フランス軍、ベトミン軍に敗れる。,1954,,欧米,2,,仏,,,,,,
1954,,5,7/21 ジュネーヴ休戦協定成立。,1954,,欧米,2,,,,,,,,
1954,,5,3/1 ビキニ環礁でのアメリカの水素爆弾で第五福竜丸被爆。,1954,,日本,1,,日本:米,,,,,,
1954,,5,7/1 日本で自衛隊発足。,1954,,日本,1,,日本,,,,,,
1954,,20,9/20 中国、中華人民共和国憲法公布。社会主義路線を明確にする。,1954,,アジア,1,,中国,,,,,,
1955,,5,10/1 中国、新疆ウイグル自治区成立。,1955,,アジア,1,,中国,,,,,,
1955,,5,4/18 インドネシア・バンドンでアジア＝アフリカ会議開催。,1955,,アジア,2,,インドネシア,,,,,,
1955,,5,4/6 ニューデリーでのアジア諸国民会議で平和五原則を確認。,1955,,アジア,2,,印,,,,,,
1955,,5,12/6 アメリカ、モントゴメリーでバス＝ボイコット運動。キング牧師が指導,1955,,欧米,2,,米,,,,,,
1955,,5,2/24 バグダード条約機構（METO）結成進む。～11/3,1955,,アジア,2,,中東,,,,,,
1955,,5,5/14 ワルシャワ条約機構発足。,1955,,欧米,1,,,,,,,,
1955,,5,5/5 西ドイツ主権を回復。再軍備を認めらる。,1955,,欧米,2,,独,,,,,,
1955,,5,5/6 西ドイツ、ＮＡＴＯに加盟。,1955,,欧米,2,,独,,,,,,
1955,,5,7/18 ジュネーヴ４巨頭会談開催。,1955,,欧米,2,,,,,,,,
1955,,5,7/9 ラッセル＝アインシュタイン宣言、核戦争廃絶を訴える。,1955,,欧米,2,,,,,,,,
1956,,5,10/19 日ソ共同宣言を発表。,1956,,日本,2,,日本:露,,,,,,
1956,,5,10/23 ハンガリー反ソ暴動（ハンガリー事件）起こる。,1956,,欧米,2,,,,,,,,
1956,,5,10/29 第２次中東戦争（スエズ戦争）勃発。,1956,,アジア,1,,中東,,,,,,
1956,,5,2/14 ソ連共産党第２０回大会。スターリン批判始まる。,1956,,欧米,2,,露,,,,,,
1956,,5,4/17 コミンフォルム解散,1956,,欧米,2,,,,,,,,
1956,,5,6/28 ポーランド反ソ暴動（ポズナニ暴動）起こる。,1956,,欧米,2,,波,,,,,,
1956,,5,7/26 エジプトのナセル大統領、スエズ運河国有化を宣言。,1956,,欧米,2,,エジプト,,,,,,
1956,,10,12/18 日本の国連加盟。,1956,,日本,1,,日本,,,,,,
1957,,5,1/5 アイゼンハウアー＝ドクトリン発表。,1957,,欧米,2,,,,,,,,
1957,,5,10/4 ソ連、人工衛星（スプートニク）打ち上げ成功を発表。,1957,,欧米,1,2,露,,,,,,
1957,,5,3/25 ローマ条約調印。ＥＥＣとＥＵＲＡＴＯＭ結成。,1957,,欧米,2,,ローマ,,,,,,
1957,,5,3/6 ガーナ共和国独立。エンクルマ大統領となる。,1957,,欧米,2,,アフリカ,,,,,,
1957,,5,7/11 パグウォッシュ会議開催、核兵器廃絶への科学者の責任を表明。,1957,,欧米,2,,,,,,,,
1957,,5,8/26 ソ連、大陸間弾道ミサイル（ICBM）実験成功を発表。,1957,,欧米,2,,露,,,,,,
1957,,5,8/31 マラヤ連邦が独立。,1957,,アジア,2,,,,,,,,
1957,,5,9/24 アメリカ、リトルロック事件。黒人分離政策に対する抗議。。,1957,,欧米,2,,米,,,,,,
1958,,5,8/23 中国軍、金門・馬祖砲撃激化。（台湾海峡危機）,1958,,アジア,1,,中国:台湾,,,,,,
1958,,5,10/20 タイでクーデタ、サリット独裁政権成立。,1958,,アジア,1,,タイ,,,,,,
1958,,5,7/14 イラク革命。イラク共和国成立。,1958,,アジア,1,,中東,,,,,,
1958,,5,5/5 中国、「大躍進」運動開始（第２次五カ年計画）。,1958,,アジア,1,,中国,,,,,,
1958,,5,7 中国、人民公社建設始まる。,1958,,アジア,1,,中国,,,,,,
1958,,5,10/5 フランス、第五共和政に移行。,1958,,欧米,1,,仏,,,,,,
1958,,5,12/21 フランス、ド＝ゴール大統領に選出。,1958,,欧米,2,,仏,,,,,,
1958,,5,2/22 アラブ連合共和国成立。,1958,,アジア,2,,中東,,,,,,
1958,,5,5/8 レバノン暴動。,1958,,アジア,2,,中東,,,,,,
1959,,5,6/20 ソ連、中国に対し中ソ技術協定破棄通告。,1959,,アジア,1,,中国,,,,,,
1959,,5,中国、大飢饉おきる。「大躍進」の失敗,1961,,アジア,1,,中国,,,,,,
1959,,5,3/12 中国に対するチベット反乱起きる。,1959,,アジア,1,,中国,,,,,,
1959,,5,4/18 中国、劉少奇が国家主席就任。,1959,,アジア,1,,中国,,,,,,
1959,,5,7/2 中国、廬山会議で毛沢東批判。,1959,,アジア,1,,中国,,,,,,
1959,,5,中国、大飢饉おきる。「大躍進」の失敗。,1959,,アジア,1,,中国,,,,,,
1959,,5,1/1 カストロらの指導でキューバ革命成功。,1959,,欧米,1,,キューバ,,,,,,
1959,,5,フルシチョフ訪米、アイゼンハウアーと会談。,1959,,欧米,2,,米:露,,,,,,
1959,,5,7/5 スカルノ、ナサコム体制をしく。,1959,,アジア,2,,インドネシア,,,,,,
1959,,5,フルシチョフ訪米、アイゼンハウアーと会談。,1959,,欧米,2,,米:露,,,,,,
1960,,5,12/20 南べトナム解放民族戦線（ベトコン）結成。,1960,,アジア,1,,ベトナム,,,,,,
1960,,5,4/19 韓国で四月革命。李承晩政権倒れる。,1960,,アジア,1,,韓国,,,,,,
1960,,5,1/1 この年、アフリカ諸国の独立（アフリカの年）。,1960,,欧米,1,,アフリカ,,,,,,
1960,,5,2/13 ド＝ゴール大統領、フランスの核実験。,1960,,欧米,2,,仏,,,,,,
1960,,5,5/1 アメリカ偵察機がソ連上空で撃墜される。Ｕ２型機事件。,1960,,欧米,2,,米,,,,,,
1960,,5,5/3 ヨーロッパ自由貿易連合（ＥＦＴＡ）を結成。,1960,,欧米,2,,,,,,,,
1960,,5,6/30 コンゴ共和国（現在のコンゴ民主共和国）独立。,1960,,欧米,2,,アフリカ,,,,,,
1960,,5,7/6 コンゴ動乱。12/1 ルムンバ首相解任。,1960,,欧米,2,,アフリカ,,,,,,
1960,,5,6/19 安保闘争激化の中、日米安保条約改定。,1960,,日本,1,,日本,,,,,,
1961,,5,5/16 韓国で軍部クーデタ。朴正煕政権成立,1961,,アジア,1,,韓国,,,,,,
1961,,5,<米>1/20 ケネディ大統領就任。,1961,,欧米,2,,米,,,,,,
1961,,5,1/3 アメリカとキューバ国交断絶。,1961,,欧米,1,,米,,,,,,
1961,,5,5/1 キューバ社会主義宣言。,1961,,欧米,2,,南米,,,,,,
1961,,5,8/13 東ドイツ、ベルリンの壁を構築。,1961,,欧米,2,,独,,,,,,
1961,,5,9/1 ベオグラードで第１回非同盟諸国首脳会議。,1961,,欧米,2,,,,,,,,
1961,,5,9/28 シリア、アラブ連合共和国から離脱。,1961,,アジア,2,,中東,,,,,,
1962,,5,8/15 インドネシア・オランダ間の西イリアン問題解決。,1962,,アジア,2,,インドネシア,,,,,,
1962,,5,1/11 中国、毛沢東自己批判。劉少奇・鄧小平による調整政策に転換。,1962,,アジア,1,,中国,,,,,,
1962,,5,10/20 中国とインドの中印国境紛争。,1962,,アジア,1,,印:中国,,,,,,
1962,,5,10/22 ケネディ、キューバを海上封鎖。キューバ危機。,1962,,欧米,1,,米,,,,,,
1962,,5,7/3 アルジェリア民主人民共和国独立。,1962,,欧米,2,,アフリカ,,,,,,
1963,,5,2/20 中国とソ連の全面的中ソ対立開始。,1963,,アジア,1,,中国,,,,,,
1963,,5,11/1 ベトナム共和国、ゴ・ディン・ジェム倒される。,1963,,アジア,1,,ベトナム,,,,,,
1963,,5,12/17 韓国、朴正煕大統領就任。,1963,,アジア,1,,韓国,,,,,,
1963,,5,11/22 ケネディ暗殺。ジョンソン大統領就任。,1963,,欧米,1,,米,,,,,,
1963,,5,8/28 公民権運動運動盛り上がり、黒人のワシントン大行進。,1963,,欧米,2,,米,,,,,,
1963,,5,8/5 米・英・ソ連、部分的核実験停止条約（ＰＴＢＴ）調印。,1963,,欧米,2,,,,,,,,
1963,,5,9/16 マラヤ連邦とシンガポールなどがマレーシア連邦結成。,1963,,アジア,2,,,,,,,,
1964,,5,10/16 中国、原爆実験に成功。,1964,,アジア,1,,中国,,,,,,
1964,,5,10/15 ソ連、フルシチョフ解任。,1964,,欧米,2,,露,,,,,,
1964,,5,10/29 東アフリカにタンザニア連合共和国成立。,1964,,欧米,2,,アフリカ,,,,,,
1964,,5,5 パレスチナ解放機構（ＰＬＯ）結成される。,1964,,アジア,2,,中東,,,,,,
1964,,5,7/2 アメリカ、公民権法が成立。,1964,,欧米,2,,米,,,,,,
1964,,5,8/2 トンキン湾事件。アメリカ軍、北ベトナムを空爆。,1964,,アジア,1,,ベトナム:米,,,,,,
1964,,5,4/28 ＯＥＣＤに加盟。,1964,,日本,1,,日本,,,,,,
1964,,10,10/10 東京オリンピック開催。10/1 新幹線開業など、日本の高度経済成長。,1964,,日本,1,,日本,,,,,,
1965,,5,11/10 中国、「『海瑞免官』を評す」発表される（文化大革命の発端）。,1965,,アジア,1,,中国,,,,,,
1965,,5,9/1 中国、チベット自治区成立。,1965,,アジア,1,,中国,,,,,,
1965,,5,1/7 インドネシアのスカルノ、国際連合脱退を表明。,1965,,アジア,1,,インドネシア,,,,,,
1965,,5,10~ インドネシアでインドネシア共産党員に対する虐殺続く。,1965,,アジア,2,,インドネシア,,,,,,
1965,,5,2/7 アメリカ軍、ベトナム北爆本格化。ベトナム戦争開始。,1965,,アジア,1,,ベトナム:米,,ベトナム戦争,,,,
1965,,5,3/7 アメリカ軍、南ベトナムのダナンに上陸。ベトナム戦争本格化。,1965,,アジア,2,,ベトナム:米,,ベトナム戦争,,,,
1965,,5,6/22 日韓基本条約締結。,1965,,アジア,2,,韓国,,,,,,
1965,,5,8/9 マレーシア連邦から、シンガポールが分離独立。,1965,,アジア,2,,シンガポール,,,,,,
1965,,5,9/30 インドネシア、九・三〇事件。,1965,,アジア,2,,インドネシア,,,,,,
1965,,5,9/6 インド＝パキスタン戦争（第２次）。,1965,,アジア,1,,印:パキスタン,,,,,,
1965,,5,10 イギリス、ザ＝ビートルズ、ＭＢＥ勲章を授与される。,1965,,欧米,1,2,英,,,,,,
1965,,5,10/3 アメリカ、改正移民法。移民制限を解除。,1965,,欧米,2,,米,,,,,,
1965,,5,2/21 アメリカでマルコムＸ殺害される。,1965,,欧米,2,,米,,,,,,
1965,,5,6/18 アルジェリアのクーデター、ベン＝ベラ政権倒れる。,1965,,欧米,2,,アフリカ,,,,,,
1965,,5,8/6 アメリカ、投票権法成立。,1965,,欧米,2,,米,,,,,,
1966,,5,8/8 中国、プロレタリア文化大革命の決定を採択。,1966,,アジア,1,,中国,,,,,,
1966,,20,5/16 中国、毛沢東がプロレタリア文化大革命を指示。,1966,,アジア,1,,中国,,,,,,
1966,,5,5/29 中国・北京に紅衛兵が登場。,1966,,アジア,1,,中国,,,,,,
1966,,5,8/18 中国、天安門広場の大集会で毛沢東が登場して紅衛兵を激励。,1966,,アジア,1,,中国,,,,,,
1966,,5,10/9 劉少奇、鄧小平自己批判。,1966,,アジア,2,,中国,,,,,,
1966,,5,3/11 インドネシア、スカルノからスハルトへ政権移譲。,1966,,アジア,2,,インドネシア,,,,,,
1966,,5,7/1 フランスのＮＡＴＯ脱退。,1966,,欧米,2,,仏,,,,,,
1967,,5,6/5 第３次中東戦争起きる。,1967,,アジア,1,,中東,,,,,,
1967,,5,7/1 ヨーロッパ共同体（ＥＣ）発足。,1967,,欧米,2,,,,,,,,
1967,,5,8/8 東南アジア諸国連合（ＡＳＥＡＮ）結成宣言。,1967,,アジア,2,,,,,,,,
1968,,5,10/18 中国共産党、劉少奇を除名、国家主席を解任。,1968,,アジア,1,,中国,,,,,,
1968,,5,5/13 ベトナム戦争のパリ和平会談開始。,1968,,アジア,1,,ベトナム:米,,ベトナム戦争,,,,
1968,,5,1/30 南べトナム解放民族戦線のテト攻勢。,1968,,アジア,2,,ベトナム:米,,ベトナム戦争,,,,
1968,,5,1/16 イギリスのウィルソン首相、スエズ以東からの撤兵を表明。,1968,,欧米,2,,英,,,,,,
1968,,5,4/1 チェコのドプチェク第一書記、プラハの春を宣言。,1968,,欧米,2,,,,,,,,
1968,,5,4/4 アメリカでキング牧師暗殺される。,1968,,欧米,2,,米,,,,,,
1968,,5,5/10 フランスで学生運動激化。五月危機。,1968,,欧米,2,,仏,,,,,,
1968,,5,6/12 国連総会で核拡散防止条約（ＮＰＴ）採択。,1968,,欧米,2,,,,,,,,
1968,,5,7/1 核拡散防止条約（ＮＰＴ）６１ヵ国で調印。,1968,,欧米,2,,,,,,,,
1968,,5,8/20 ソ連軍などチェコスロヴァキアに侵攻。チェコ事件。,1968,,欧米,1,,露,,,,,,
1968,,5,9/26 ソ連、ブレジネフ＝ドクトリン（制限主権論）発表。,1968,,欧米,2,,露,,,,,,
1969,,5,4/1 中国共産党、毛沢東の後継を林彪に決定。,1969,,アジア,1,,中国,,,,,,
1969,,5,3/2 珍宝島事件、中ソ国境紛争起きる。,1969,,アジア,1,,中国,,,,,,
1969,,5,1/20 アメリカ、共和党ニクソン大統領就任。,1969,,欧米,2,,米,,,,,,
1969,,5,10/21 西ドイツ、ブラント首相就任。東方外交開始。,1969,,欧米,2,,独,,,,,,
1969,,5,7/20 アメリカ、アポロ１１号、最初に月面着陸。,1969,,欧米,1,2,米,,,,,,
1969,,5,7/25 アメリカ、ニクソン＝ドクトリン発表。,1969,,欧米,2,,米,,,,,,
1969,,5,8/12 北アイルランド紛争本格化する。,1969,,欧米,1,,,,,,,,
1969,,5,8/15 ウッドストック・ロックコンサート開催。カウンター・カルチャーの高揚。,1969,,欧米,2,,米,,,,,,
1969,,5,9/1 リビア革命。カダフィ大佐実権握る。,1969,,アジア,2,,中東,,,,,,
1970,,5,3/18 カンボジアでロン＝ノルのクーデタ、シハヌーク追放。カンボジア内戦。,1970,,アジア,1,,カンボジア,,,,,,
1970,,5,4/30 アメリカ軍、カンボジア侵攻。,1970,,アジア,2,,カンボジア,,,,,,
1970,,5,12/7 西ドイツ＝ポーランド国交正常化条約締結。,1970,,欧米,2,,独,,,,,,
1970,,5,8/21 ソ連＝西ドイツ武力不行使条約締結。,1970,,欧米,2,,独,,,,,,
1970,,5,9/16 ヨルダン内戦（黒い９月）。,1970,,アジア,1,,中東,,,,,,
1971,,5,10/25 国連、国連の中国代表権承認。台湾は追放。,1971,,アジア,1,,中国:台湾,,,,,,
1971,,5,7/15 アメリカと中国、来年２月のニクソンの中国訪問を発表。,1971,,アジア,1,,中国,,,,,,
1971,,5,7/9 ニクソン、秘かにキッシンジャーを中国に派遣。,1971,,アジア,1,,中国,,,,,,
1971,,5,9/13 中国、林彪墜落死。,1971,,アジア,1,,中国,,,,,,
1971,,5,12/3 インド＝パキスタン戦争（第３次）。,1971,,アジア,2,,印:パキスタン,,,,,,
1971,,5,2/8 アメリカ軍、ラオス空爆。,1971,,アジア,2,,ラオス,,,,,,
1971,,5,4/17 東パキスタン、バングラデシュとして独立宣言。,1971,,アジア,1,,バングラデシュ,,,,,,
1971,,5,12/18 主要国蔵相会議、スミソニアン協定を締結。,1971,,欧米,2,,,,,,,,
1971,,5,8/15 ニクソン、ドルと金の兌換停止などを発表。ドル＝ショック。,1971,,欧米,2,,米,,,,,,
1972,,5,2/21 ニクソン中国を訪問。米中共同宣言。,1972,,アジア,1,,中国,,,,,,
1972,,5,10/17 大韓民国、朴正煕政権、戒厳令を布く（十月維新）。,1972,,アジア,2,,韓国,,,,,,
1972,,5,1/30 北アイルランドで血の日曜日事件。,1972,,欧米,2,,,,,,,,
1972,,5,12/21 東西ドイツ基本条約締結。,1972,,欧米,1,,独,,,,,,
1972,,5,5/26 米ソ間で戦略兵器制限交渉(第１次）（ＳＡＬＴ・Ⅰ）調印。,1972,,欧米,2,,,,,,,,
1972,,5,6/17 ウォーターゲート事件起きる。,1972,,欧米,2,,米,,,,,,
1972,,5,9/25 ミュンヘン・オリンピック襲撃事件。,1972,,欧米,2,,,,,,,,
1972,,10,5/15 沖縄返還実現。,1972,,日本,1,,日本,,,,,,
1972,,5,5/30 日本赤軍によるイスラエル・ロッド空港襲撃事件。,1972,,日本,1,,日本,,,,,,
1972,,5,9/29 田中首相、中国訪問。日中共同声明。,1972,,日本,1,,日本,,,,,,
1973,,5,3/10 中国、鄧小平の復権。四人組との対立深まる。,1973,,アジア,1,,中国,,,,,,
1973,,5,1/27 ベトナム和平協定が成立。,1973,,アジア,1,,ベトナム:米,,,,,,
1973,,5,3/29 アメリカ軍のべトナム撤退。,1973,,アジア,2,,ベトナム:米,,,,,,
1973,,5,8/8 韓国、金大中事件起きる。,1973,,アジア,2,,韓国,,,,,,
1973,,5,1/1 イギリス、アイルランドのＥＣ加盟。拡大ＥＣ。,1973,,欧米,2,,英,,,,,,
1973,,5,10/17 第１次石油危機（オイルショック）。,1973,,欧米,2,,,,,,,,
1973,,5,10/6 第４次中東戦争起きる。,1973,,アジア,2,,中東,,,,,,
1973,,5,3/11 ＥＣ諸国、変動相場制移行を決定。,1973,,欧米,2,,,,,,,,
1973,,5,9/11 チリ軍部クーデタ。アジェンデ政権、倒される。,1973,,欧米,2,,南米,,,,,,
1973,,5,9/18 東西ドイツ、同時に国連に加入。,1973,,欧米,2,,独,,,,,,
1974,,5,1/18 中国で批林批孔始まる。,1974,,アジア,1,,中国,,,,,,
1974,,5,5/18 インドが核実験。,1974,,アジア,1,,印,,,,,,
1974,,5,12/14 国連総会、「侵略の定義」の決議を採択。,1974,,欧米,2,,,,,,,,
1974,,5,12/8 ギリシア国民投票で王政廃止。,1974,,欧米,2,,ギリシア,,,,,,
1974,,5,4/25 ポルトガル革命。,1974,,欧米,1,,葡,,,,,,
1974,,5,8/8 アメリカ、ニクソン大統領、ウォーターゲート事件で辞任。,1974,,欧米,2,,米,,,,,,
1974,,5,翌日、フォード大統領昇格。,1974,,欧米,2,,米,,,,,,
1974,,5,1 田中首相、東南アジア歴訪。バンコク、ジャカルタなどで反日デモに迎えられる。,1974,,日本,2,,,,,,,,
1975,,5,1/13 中国、周恩来、「四つの現代化」を提起。,1975,,アジア,1,,中国,,,,,,
1975,,5,12/7 インドネシア共和国のスハルト政権、東ティモールに侵攻。,1975,,アジア,2,,インドネシア,,,,,,
